,個人番号
1279,37394
1280,135806
1281,9423
1282,733
1283,400848
1284,4675
1285,7436
1286,2471
1287,318958
1288,327390
1289,9727
1290,351196
1291,126607
1292,148635
1293,2044
1294,147306
1295,13841
1296,41013
1297,5167
1298,28597
1299,149377
1300,7678
1301,23655
1302,407710
1303,367787
1304,12068
1305,9485
1306,401387
1307,19382
1308,9389
1309,23570
1310,26081
1311,404312
1312,405078
1313,113407
1314,37516
1315,41862
1316,49758
1317,2072
1318,37927
1319,150292
1320,12565
1321,52285
1322,36460
1323,43857
1324,124982
1325,306853
1326,136580
1327,30731
1328,13022917
1329,323978
1330,24097
1331,342158
1332,13037329
1333,24568
1334,20111
1335,10365
1336,7787
1337,13023980
1338,339433
1339,17546
1340,330508
1341,27903
1342,338519
1343,51971
1344,303323
1345,37274
1346,133
1347,108100
1348,15532
1349,15932
1350,23380
1351,16668
1352,27836
1353,14756
1354,13571
1355,18659
1356,7329
1357,402406
1358,16763
1359,25271
1360,408689
1361,118828
1362,25041
1363,305939
1364,20565
1365,405224
1366,369954
1367,145318
1368,28762
1369,24222
1370,8848
1371,16229
1372,13371
1373,54936
1374,54528
1375,333194
1376,24457
1377,314540
1378,22876
1379,30196
1380,47032
1381,25152
1382,26112
1383,12064
1384,324922
1385,437
1386,351433
1387,148858
1388,18419
1389,25564
1390,359729
1391,45312
1392,19281
1393,54122
1394,122655
1395,19219
1396,26270
1397,367817
1398,410436
1399,10358
1400,353934
1401,19741
1402,29028
1403,407188
1404,83
1405,320450
1406,20813
1407,38047
1408,18183
1409,401656
1410,26356
1411,312270
1412,27181
1413,9012035
1414,113837
1415,36464
1416,9010599
1417,17337
1418,19895
1419,208934
1420,314953
1421,43923
1422,401500
1423,12372
1424,36217
1425,40634
1426,19553
1427,36420
1428,1973
1429,406180
1430,147207
1431,9011414
1432,13554
1433,9112
1434,16604
1435,407198
1436,124438
1437,48972
1438,400636
1439,408731
1440,402532
1441,26127
1442,200212
1443,13947
1444,7739
1445,401078
1446,116756
1447,5317
1448,28430
1449,5095
1450,13033200
1451,39111
1452,17271
1453,37590
1454,14407
1455,28965
1456,25278
1457,18656
1458,36992
1459,28630
1460,147934
1461,701
1462,374421
1463,17173
1464,17044
1465,410603
1466,4119
1467,336523
1468,12962
1469,16747
1470,20989
1471,314515
1472,5787
1473,40790
1474,309283
1475,22703
1476,404866
1477,13016585
1478,50882
1479,303451
1480,303360
1481,27121
1482,39957
1483,21042
1484,13840
1485,333698
1486,13973
1487,47165
1488,15729
1489,24107
1490,15601
1491,29546
1492,29099
1493,4877
1494,7174
1495,1598
1496,15666
1497,47844
1498,330843
1499,22120
1500,4776
1501,14924
1502,1399
1503,21828
1504,26730
1505,302021
1506,17164
1507,1116
1508,28248
1509,23048
1510,125609
1511,21982
1512,17707
1513,53140
1514,9012647
1515,22661
1516,19316
1517,27212
1518,15721
1519,44214
1520,402094
1521,35139
1522,409713
1523,40483
1524,26946
1525,9073005
1526,15048
1527,41199
1528,7536
1529,3917
1530,348598
1531,6004411
1532,9581
1533,404264
1534,14038
1535,123448
1536,21253
1537,9010351
1538,15611
1539,11127
1540,12098
1541,346474
1542,20803
1543,27100
1544,22809
1545,45636
1546,136739
1547,406286
1548,25391
1549,13016593
1550,410355
1551,24594
1552,331239
1553,2062
1554,121616
1555,8491
1556,17226
1557,41799
1558,347235
1559,15189
1560,317516
1561,30432
1562,24814
1563,203083
1564,43924
1565,23586
1566,14709
1567,55018
1568,16029
1569,28890
1570,54240
1571,29644
1572,25028
1573,404394
1574,9010067
1575,35065
1576,4181
1577,21731
1578,310169
1579,26662
1580,25458
1581,19912
1582,113365
1583,341737
1584,12284
1585,331094
1586,5693
1587,408158
1588,45869
1589,18165
1590,21493
1591,20876
1592,28461
1593,9055
1594,29461
1595,26269
1596,15421
1597,114033
1598,3047
1599,347650
1600,354458
1601,3894
1602,19985
1603,410227
1604,10906
1605,106799
1606,361086
1607,144931
1608,20458
1609,12364
1610,19833
1611,358520
1612,403800
1613,23213
1614,25032
1615,38471
1616,301971
1617,581
1618,29209
1619,9790
1620,116913
1621,409320
1622,22505
1623,36773
1624,20711
1625,351550
1626,17906
1627,23851
1628,309490
1629,358440
1630,319653
1631,27168
1632,35704
1633,1779
1634,358786
1635,400583
1636,28066
1637,17222
1638,11418
1639,21544
1640,30266
1641,14631
1642,25285
1643,13010200
1644,20316
1645,29034
1646,465
1647,36246
1648,12091
1649,19761
1650,29969
1651,41603
1652,2361
1653,39415
1654,18714
1655,21634
1656,21974
1657,53739
1658,14665
1659,2870
1660,5155
1661,400965
1662,17010
1663,323723
1664,20753
1665,410015
1666,349773
1667,27861
1668,3244
1669,14014
1670,25265
1671,8977
1672,151886
1673,7619
1674,24425
1675,145003
1676,14993
1677,123398
1678,35974
1679,18812
1680,403712
1681,14483
1682,30693
1683,25724
1684,17090
1685,15348
1686,3236
1687,40232
1688,27077
1689,44929
1690,11219
1691,1970
1692,100412
1693,355
1694,121228
1695,25948
1696,18857
1697,14611
1698,38245
1699,50106
1700,13796
1701,407698
1702,35497
1703,301934
1704,21063
1705,366904
1706,44044
1707,24976
1708,2388
1709,641
1710,27669
1711,20802
1712,18713
1713,328642
1714,141556
1715,9075714
1716,2033
1717,1520
1718,8432
1719,11944
1720,17289
1721,348999
1722,21476
1723,13047
1724,406950
1725,373490
1726,9053
1727,403424
1728,9008595
1729,1660
1730,36114
1731,325768
1732,24840
1733,350740
1734,11636
1735,14173
1736,26000
1737,114918
1738,2859
1739,49358
1740,10720
1741,21919
1742,36495
1743,11541
1744,203521
1745,407214
1746,20624
1747,12728
1748,361347
1749,133744
1750,15877
1751,20473
1752,120022
1753,6473
1754,7380
1755,129593
1756,482
1757,13717
1758,1176
1759,21103
1760,29210
1761,133967
1762,24199
1763,9211
1764,106724
1765,27377
1766,360240
1767,138453
1768,51863
1769,1602
1770,42516
1771,112763
1772,22752
1773,20955
1774,6780
1775,16326
1776,146308
1777,310327
1778,12719
1779,108514
1780,314138
1781,15161
1782,9005882
1783,23269
1784,16313
1785,35959
1786,408813
1787,404051
1788,13450
1789,6940
1790,8944
1791,12069
1792,10426
1793,21896
1794,14708
1795,29187
1796,13290
1797,22504
1798,16102
1799,18372
1800,13367
1801,9012249
1802,349517
1803,45234
1804,42596
1805,13842
1806,28006
1807,304080
1808,340710
1809,19381
1810,19301
1811,400381
1812,9007347
1813,343795
1814,49830
1815,327935
1816,401072
1817,46572
1818,6786
1819,352929
1820,1097
1821,28517
1822,5482
1823,4775
1824,14931
1825,27963
1826,36369
1827,115550
1828,101725
1829,1732
1830,124784
1831,367880
1832,11168
1833,38843
1834,18236
1835,35661
1836,27760
1837,112706
1838,25818
1839,26076
1840,27947
1841,29329
1842,36253
1843,210641
1844,13752
1845,410223
1846,318223
1847,5609
1848,9110
1849,117986
1850,26254
1851,9014885
1852,46842
1853,35131
1854,608
1855,28620
1856,28696
1857,35222
1858,119206
1859,10449
1860,20640
1861,11398
1862,52253
1863,106229
1864,51913
1865,35440
1866,406894
1867,36870
1868,341488
1869,143834
1870,2028
1871,137745
1872,7401
1873,308450
1874,53447
1875,35258
1876,18470
1877,401602
1878,316860
1879,17441
1880,9015011
1881,11808
1882,407097
1883,40500
1884,21492
1885,129015
1886,9012744
1887,356522
1888,6006
1889,5692
1890,26222
1891,46312
1892,14901
1893,29013
1894,400400
1895,24815
1896,49579
1897,22852
1898,203240
1899,121400
1900,9012487
1901,20982
1902,8899
1903,1514
1904,6934
1905,6070
1906,27335
1907,325550
1908,18897
1909,11967
1910,35319
1911,17030
1912,42421
1913,9008441
1914,120386
1915,410752
1916,361992
1917,370506
1918,13231
1919,19533
1920,4735
1921,24547
1922,41242
1923,1562
1924,14109
1925,24335
1926,6538
1927,13025070
1928,20975
1929,49067
1930,352334
1931,41984
1932,23638
1933,15291
1934,17200
1935,321350
1936,9011730
1937,27675
1938,328502
1939,11475
1940,23754
1941,17529
1942,160119
1943,13008922
1944,338520
1945,15404
1946,28809
1947,23935
1948,9961
1949,9256
1950,13670
1951,28462
1952,30219
1953,21062
1954,311976
1955,6077
1956,105791
1957,21834
1958,130021
1959,10003
1960,21610
1961,16005
1962,26905
1963,406234
1964,407901
1965,38369
1966,126508
1967,334642
1968,15548
1969,4573
1970,2661
1971,24160
1972,351135
1973,23795
1974,17821
1975,17582
1976,20071
1977,115675
1978,16820
1979,14048
1980,302460
1981,135814
1982,400188
1983,325460
1984,310960
1985,3228
1986,22909
1987,25999
1988,16169
1989,15567
1990,46096
1991,373581
1992,26255
1993,16529
1994,8658
1995,23737
1996,9988
1997,24551
1998,350945
1999,7591
2000,6514
2001,25181
2002,4191
2003,16223
2004,13740
2005,12846
2006,147884
2007,36469
2008,5978
2009,28098
2010,54460
2011,104943
2012,6638
2013,7237
2014,19830
2015,1653
2016,43087
2017,21581
2018,5599
2019,27243
2020,21756
2021,123984
2022,123018
2023,19363
2024,406799
2025,29938
2026,15342
2027,361566
2028,124149
2029,30778
2030,18990
2031,9012541
2032,42300
2033,7717
2034,402620
2035,26394
2036,28306
2037,20145
2038,352486
2039,205161
2040,4086
2041,24690
2042,29100
2043,37210
2044,44723
2045,15603
2046,23132
2047,22707
2048,18595
2049,23842
2050,21958
2051,362716
2052,410523
2053,25714
2054,116509
2055,20993
2056,37910
2057,19885
2058,151977
2059,40805
2060,53571
2061,314552
2062,6146
2063,9008760
2064,19554
2065,15650
2066,146530
2067,337916
2068,21809
2069,107805
2070,128447
2071,37284
2072,331161
2073,401450
2074,203596
2075,29041
2076,1531
2077,42788
2078,22300
2079,21091
2080,1448
2081,20858
2082,3086
2083,19708
2084,1035
2085,11905
2086,120816
2087,9007321
2088,12392
2089,22540
2090,36432
2091,28966
2092,120907
2093,4324
2094,142166
2095,12923
2096,18617
2097,10810
2098,6525
2099,9013232
2100,29593
2101,355104
2102,123455
2103,18296
2104,37520
2105,46841
2106,361839
2107,9343
2108,126987
2109,25331
2110,29871
2111,3823
2112,26729
2113,125963
2114,54214
2115,405127
2116,20329
2117,351020
2118,18655
2119,339573
2120,7772
2121,140434
2122,23794
2123,18504
2124,30623
2125,28598
2126,26992
2127,38542
2128,26714
2129,24858
2130,339410
2131,3799
2132,313626
2133,16481
2134,121806
2135,20450
2136,120378
2137,335749
2138,338179
2139,9967
2140,2053
2141,405765
2142,9652
2143,36472
2144,100073
2145,121236
2146,44780
2147,28159
2148,322937
2149,135517
2150,20451
2151,6447
2152,127415
2153,7710
2154,49032
2155,19124
2156,10920
2157,35742
2158,359778
2159,35086
2160,28835
2161,6135
2162,371043
2163,350027
2164,953
2165,6902
2166,407784
2167,35005
2168,404919
2169,36373
2170,37381
2171,7282
2172,110361
2173,113316
2174,108662
2175,14397
2176,301673
2177,1170
2178,35605
2179,121046
2180,2987
2181,14751
2182,24191
2183,2253
2184,13537
2185,321260
2186,4987
2187,38990
2188,5120928
2189,354331
2190,51329
2191,9008089
2192,28453
2193,46002
2194,9912
2195,29158
2196,8786
2197,4128
2198,15431
2199,115055
2200,19501
2201,306592
2202,5507
2203,101295
2204,9014295
2205,40071
2206,202218
2207,4959
2208,9012234
2209,9011389
2210,3326
2211,37441
2212,21300
2213,7711
2214,21805
2215,400738
2216,45720
2217,16438
2218,406253
2219,14643
2220,409482
2221,12866
2222,406488
2223,22389
2224,404483
2225,7919
2226,369218
2227,7984
2228,355736
2229,50526
2230,19125
2231,9010048
2232,145706
2233,328514
2234,201798
2235,51127
2236,357186
2237,100560
2238,408317
2239,27586
2240,1424
2241,129155
2242,44079
2243,2856
2244,404176
2245,30204
2246,303268
2247,54145
2248,36458
2249,354707
2250,8195
2251,20369
2252,3174
2253,44241
2254,101808
2255,18614
2256,347132
2257,129072
2258,37428
2259,11943
2260,410733
2261,205328
2262,8326
2263,7217
2264,326220
2265,113225
2266,19468
2267,5000
2268,24227
2269,21137
2270,404379
2271,14482
2272,17761
2273,13037019
2274,18880
2275,53097
2276,306695
2277,42485
2278,337096
2279,404353
2280,49360
2281,21484
2282,24041
2283,13011265
2284,26860
2285,5153
2286,43988
2287,333388
2288,28103
2289,404307
2290,22625
2291,8070
2292,301375
2293,674
2294,36433
2295,406117
2296,55303
2297,14017
2298,37650
2299,14745
2300,47592
2301,400533
2302,9007581
2303,9011838
2304,35534
2305,10792
2306,6629
2307,28184
2308,20110
2309,8759
2310,17235
2311,6091
2312,39239
2313,406912
2314,30264
2315,300991
2316,357484
2317,403319
2318,29308
2319,22832
2320,135095
2321,362297
2322,9000740
2323,12858
2324,407743
2325,14016
2326,108704
2327,9904
2328,42134
2329,17870
2330,104034
2331,2833
2332,24974
2333,18387
2334,30484
2335,44794
2336,39286
2337,405308
2338,13402
2339,12863
2340,9007287
2341,146134
2342,27196
2343,7885
2344,408450
2345,6000453
2346,27045
2347,45435
2348,12251
2349,55025
2350,14348
2351,348732
2352,20734
2353,21454
2354,204552
2355,1627
2356,1540
2357,9073158
2358,342687
2359,6509
2360,51377
2361,29547
2362,23534
2363,19666
2364,320060
2365,114819
2366,355270
2367,313080
2368,8524
2369,339858
2370,11595
2371,22690
2372,334654
2373,52732
2374,115261
2375,9989
2376,151985
2377,26133
2378,4184
2379,13023140
2380,8386
2381,23872
2382,2622
2383,22917
2384,402251
2385,132209
2386,7702
2387,44457
2388,7093
2389,44928
2390,1609
2391,407742
2392,4351
2393,410547
2394,1014
2395,145151
2396,8762
2397,27376
2398,348781
2399,19448
2400,36459
2401,331770
2402,139345
2403,36974
2404,29130
2405,323383
2406,304546
2407,22065
2408,28061
2409,305459
2410,9014082
2411,9010878
2412,10805
2413,405191
2414,13033960
2415,20735
2416,305162
2417,326864
2418,21117
2419,2892
2420,356017
2421,119479
2422,11171
2423,8974
2424,37146
2425,35695
2426,7229
2427,401806
2428,403390
2429,356388
2430,16284
2431,8640
2432,8841
2433,9763
2434,734
2435,305800
2436,10562
2437,352292
2438,27078
2439,20138
2440,346759
2441,8968
2442,41012
2443,16675
2444,122267
2445,44670
2446,13027200
2447,22688
2448,21299
2449,400903
2450,350593
2451,35840
2452,405985
2453,532
2454,26276
2455,320590
2456,20677
2457,343746
2458,1565
2459,1659
2460,13781
2461,21076
2462,7662
2463,12627
2464,129601
2465,6900
2466,20056
2467,108811
2468,23639
2469,106559
2470,13972
2471,17140
2472,356418
2473,53828
2474,19475
2475,21366
2476,150128
2477,409724
2478,26492
2479,109546
2480,15017
2481,301004
2482,400734
2483,18414
